CONCAT_ID,PUMA,PWGTP,AGEP
2022HU110163902,200,33,27
2022HU110191701,200,23,49
2022HU110275701,200,73,70
2022HU110300101,302,214,64
2022HU110300102,302,161,65
2022HU110391201,306,50,52
2022HU110391202,306,82,47
2022HU110391203,306,71,25
2022HU110391204,306,60,9
2022HU110406801,301,65,25
2022HU110406802,301,46,24
2022HU110406803,301,82,6
2022HU110588601,304,88,34
2022HU110588602,304,163,35
2022HU110590301,302,40,45
2022HU110590302,302,43,48
2022HU110627701,304,98,38
2022HU110694601,305,36,62
2022HU110694602,305,33,65
2022HU110694603,305,45,68
2022HU110694604,305,35,65
2022HU110694605,305,38,50
2022HU110694606,305,50,44
2022HU110694607,305,60,21
2022HU110694608,305,41,19
2022HU110694609,305,51,10
2022HU110698301,200,14,41
2022HU110698302,200,6,17
2022HU110698303,200,7,17
2022HU110698304,200,13,9
2022HU110728401,100,77,35
2022HU110732601,304,48,72
2022HU110742901,100,52,78
2022HU110742902,100,52,80
2022HU110742903,100,57,53
2022HU110752301,100,59,61
2022HU110752302,100,83,70
2022HU110786301,302,131,39
2022HU110786302,302,122,35
2022HU110786303,302,124,9
2022HU110786304,302,124,5
2022HU110821201,200,90,37
2022HU110821202,200,122,37
2022HU110821203,200,74,34
2022HU110821204,200,195,34
2022HU110844901,308,97,84
2022HU110849001,100,50,75
2022HU110849002,100,65,81
2022HU110849003,100,40,18
2022HU110849004,100,80,17
2022HU110850001,308,52,26
2022HU110850002,308,61,30
2022HU110850003,308,36,6
2022HU110850004,308,36,2
2022HU110854001,305,148,51
2022HU110902501,302,226,63
2022HU110902502,302,213,60
2022HU110902503,302,195,19
2022HU110919201,301,61,71
2022HU110919202,301,71,63
2022HU110950201,306,55,32
2022HU110950202,306,76,30
2022HU111004101,303,50,57
2022HU111061001,305,79,61
2022HU111061002,305,91,59
2022HU111146701,305,117,87
2022HU111146702,305,116,81
2022HU111157601,200,119,60
2022HU111157602,200,163,50
2022HU111157603,200,160,17
2022HU111179501,200,76,68
2022HU111179502,200,94,69
2022HU111208901,306,82,25
2022HU111208902,306,52,23
2022HU111208903,306,97,3
2022HU111208904,306,97,0
2022HU111281901,301,137,51
2022HU111281902,301,147,51
2022HU111307101,306,43,62
2022HU111307102,306,38,59
2022HU111307103,306,51,22
2022HU111307104,306,51,20
2022HU111310701,301,341,40
2022HU111310702,301,350,15
2022HU111310703,301,265,13
2022HU111310704,301,219,7
2022HU111311001,304,76,66
2022HU111313401,200,561,41
2022HU111313402,200,516,59
2022HU111326801,200,19,47
2022HU111326802,200,32,46
2022HU111326803,200,12,16
2022HU111326804,200,12,6
2022HU111330401,305,156,58
2022HU111332301,200,35,54
2022HU111332302,200,45,55
2022HU111332303,200,48,17
2022HU111332304,200,39,13
2022HU111355401,301,31,64
2022HU111355402,301,70,83
2022HU111381701,200,34,97
2022HU111414401,304,469,40
2022HU111414402,304,428,43
2022HU111414403,304,242,15
2022HU111420001,100,48,54
2022HU111420002,100,53,54
2022HU111420003,100,53,80
2022HU111439001,308,74,67
2022HU111439002,308,79,66
2022HU111439003,308,83,35
2022HU111463901,200,18,52
2022HU111463902,200,15,55
2022HU111463903,200,38,16
2022HU111523801,200,96,36
2022HU111523802,200,81,39
2022HU111523803,200,171,4
2022HU111523804,200,82,75
2022HU111532901,301,91,41
2022HU111532902,301,61,41
2022HU111532903,301,49,18
2022HU111532904,301,73,15
2022HU111532905,301,45,6
2022HU111532906,301,47,4
2022HU111551101,200,11,34
2022HU111551102,200,14,40
2022HU111593901,304,128,46
2022HU111593902,304,385,6
2022HU111593903,304,382,6
2022HU111599201,301,148,42
2022HU111599202,301,100,44
2022HU111607801,304,123,44
2022HU111607802,304,109,13
2022HU111713101,301,398,41
2022HU111713102,301,374,40
2022HU111713103,301,268,3
2022HU111716201,100,16,69
2022HU111716801,100,76,50
2022HU111716802,100,71,19
2022HU111728001,100,36,74
2022HU111728002,100,31,59
2022HU111732901,307,40,46
2022HU111732902,307,39,55
2022HU111733101,304,109,71
2022HU111733102,304,103,66
2022HU111757301,305,69,77
2022HU111798601,308,27,39
2022HU111798602,308,18,45
2022HU111798603,308,32,39
2022HU111798604,308,15,70
2022HU111798605,308,34,97
2022HU111798606,308,18,72
2022HU111798607,308,23,47
2022HU111820001,302,59,57
2022HU111820002,302,68,55
2022HU111820003,302,65,86
2022HU111820004,302,77,84
2022HU111820005,302,72,30
2022HU111826101,302,194,23
2022HU111826102,302,127,22
2022HU111857601,302,43,60
2022HU111857602,302,49,73
2022HU111857603,302,54,32
2022HU111857604,302,46,65
2022HU111868701,305,73,46
2022HU111868702,305,83,43
2022HU111868703,305,109,20
2022HU111868704,305,57,15
2022HU111906001,301,21,78
2022HU111906002,301,40,74
2022HU111906003,301,31,55
2022HU111906004,301,136,32
2022HU111915201,301,53,43
2022HU111915202,301,18,41
2022HU111915203,301,16,22
2022HU111915204,301,8,18
2022HU111915205,301,26,8
2022HU111918301,100,60,69
2022HU111918302,100,72,12
2022HU111918303,100,48,35
2022HU111918304,100,48,33
2022HU111934701,307,79,60
2022HU111934702,307,77,56
2022HU111934703,307,70,31
2022HU111934704,307,105,29
2022HU111934705,307,93,3
2022HU111934706,307,112,0
2022HU111934707,307,68,31
2022HU111934708,307,97,29
2022HU111958501,200,103,70
2022HU111958502,200,92,65
2022HU111984101,301,68,37
2022HU111984102,301,81,37
2022HU111998901,307,91,53
2022HU111998902,307,69,55
2022HU111998903,307,84,15
2022HU112014901,303,36,56
2022HU112014902,303,48,55
2022HU112026501,100,208,97
2022HU112026502,100,291,43
2022HU112026503,100,168,34
2022HU112026504,100,257,16
2022HU112026505,100,203,43
2022HU112035101,307,72,51
2022HU112035102,307,55,87
2022HU112206101,303,97,79
2022HU112206102,303,106,75
2022HU112234501,200,51,70
2022HU112277401,306,80,50
2022HU112277402,306,70,79
2022HU112308901,307,70,47
2022HU112308902,307,71,47
2022HU112308903,307,114,23
2022HU112308904,307,93,11
2022HU112308905,307,81,7
2022HU112310901,307,176,76
2022HU112310902,307,254,76
2022HU112310903,307,228,22
2022HU112310904,307,177,22
2022HU112311001,100,34,61
2022HU112311002,100,10,57
2022HU112311003,100,17,30
2022HU112318301,307,55,97
2022HU112320501,303,38,72
2022HU112320502,303,39,70
2022HU112323701,200,77,39
2022HU112323702,200,118,38
2022HU112323703,200,60,8
2022HU112323704,200,61,6
2022HU112330001,301,42,65
2022HU112330002,301,52,71
2022HU112407001,307,281,26
2022HU112407002,307,217,20
2022HU112419501,306,64,68
2022HU112433701,100,91,52
2022HU112579901,308,347,34
2022HU112581801,301,102,21
2022HU112581802,301,48,18
2022HU112581803,301,68,0
2022HU112592301,200,234,71
2022HU112592302,200,294,44
2022HU112642001,100,110,45
2022HU112655301,303,95,56
2022HU112655302,303,87,63
2022HU112676201,100,88,60
2022HU112707801,306,60,40
2022HU112707802,306,51,41
2022HU112707803,306,46,14
2022HU112707804,306,50,10
2022HU112707805,306,47,7
2022HU112707806,306,46,7
2022HU112707807,306,51,17
2022HU112728201,301,97,82
2022HU112728202,301,94,27
2022HU112728203,301,69,22
2022HU112781901,200,13,77
2022HU112781902,200,19,56
2022HU112808401,303,69,51
2022HU112808402,303,69,73
2022HU112808403,303,84,83
2022HU112808404,303,69,72
2022HU112822001,304,51,41
2022HU112822002,304,58,40
2022HU112822003,304,54,7
2022HU112822004,304,70,4
2022HU112867801,100,62,62
2022HU112867802,100,85,60
2022HU112867803,100,94,65
2022HU112871401,301,122,52
2022HU112872501,307,48,51
2022HU112872502,307,41,46
2022HU112872503,307,43,21
2022HU112872504,307,44,16
2022HU112876001,100,376,40
2022HU112876002,100,268,36
2022HU112876003,100,381,10
2022HU112876004,100,331,7
2022HU112876005,100,337,2
2022HU112876006,100,266,15
2022HU112903701,302,64,70
2022HU112903702,302,56,70
2022HU112947201,308,195,54
2022HU112947202,308,125,60
2022HU112947203,308,127,29
2022HU112971501,303,252,34
2022HU113027801,308,411,34
2022HU113027802,308,515,8
2022HU113027803,308,300,57
2022HU113184201,301,47,69
2022HU113184202,301,33,73
2022HU113184203,301,34,45
2022HU113184204,301,55,68
2022HU113184205,301,43,31
2022HU113184206,301,50,25
2022HU113184207,301,37,22
2022HU113213501,304,63,74
2022HU113219801,302,22,53
2022HU113219802,302,23,30
2022HU113219803,302,17,20
2022HU113219804,302,22,14
2022HU113240301,306,62,59
2022HU113243501,200,26,33
2022HU113243502,200,17,32
2022HU113243503,200,18,27
2022HU113243504,200,14,28
2022HU113270701,304,164,57
2022HU113285001,306,91,42
2022HU113285002,306,67,63
2022HU113285003,306,66,60
2022HU113285004,306,71,51
2022HU113285005,306,66,46
2022HU113285006,306,66,27
2022HU113289701,200,164,33
2022HU113289702,200,113,35
2022HU113335301,100,155,62
2022HU113336401,308,130,61
2022HU113336402,308,102,58
2022HU113338001,200,355,43
2022HU113338002,200,305,40
2022HU113348601,306,116,40
2022HU113348602,306,103,41
2022HU113348603,306,86,10
2022HU113348604,306,87,8
2022HU113397901,308,44,59
2022HU113397902,308,52,55
2022HU113397903,308,61,78
2022HU113404001,302,143,34
2022HU113404002,302,194,35
2022HU113404003,302,208,1
2022HU113413601,200,13,40
2022HU113413602,200,13,52
2022HU113413603,200,52,47
2022HU113413604,200,13,34
2022HU113413605,200,27,32
2022HU113413606,200,18,27
2022HU113417501,306,132,31
2022HU113432401,303,85,48
2022HU113432402,303,75,53
2022HU113432403,303,239,27
2022HU113437901,302,73,66
2022HU113437902,302,75,67
2022HU113448601,303,96,62
2022HU113448602,303,69,68
2022HU113472101,301,39,54
2022HU113472102,301,44,52
2022HU113472103,301,141,50
2022HU113476801,301,87,32
2022HU113476802,301,96,31
2022HU113476803,301,79,3
2022HU113476804,301,81,2
2022HU113478501,100,123,57
2022HU113530301,304,455,41
2022HU113540701,301,57,61
2022HU113540702,301,48,61
2022HU113554101,307,59,55
2022HU113554102,307,55,19
2022HU113554103,307,81,18
2022HU113554104,307,77,15
2022HU113554105,307,61,1
2022HU113554106,307,45,62
2022HU113598401,306,36,61
2022HU113617501,200,14,60
2022HU113617502,200,12,61
2022HU113652401,307,70,59
2022HU113652402,307,69,55
2022HU113697701,200,166,47
2022HU113697702,200,243,43
2022HU113697703,200,256,15
2022HU113697704,200,431,6
2022HU113697705,200,428,6
2022HU113748401,303,41,67
2022HU113748402,303,44,58
2022HU113748403,303,50,24
2022HU113751601,302,72,54
2022HU113751602,302,90,48
2022HU113751603,302,54,18
2022HU113751604,302,111,15
2022HU113758901,307,97,78
2022HU113758902,307,63,30
2022HU113758903,307,81,79
2022HU113758904,307,61,67
2022HU113758905,307,73,62
2022HU113758906,307,82,93
2022HU113758907,307,82,84
2022HU113758908,307,66,66
2022HU113758909,307,72,57
2022HU113758910,307,72,56
2022HU113758911,307,94,54
2022HU113758912,307,99,50
2022HU113758913,307,75,48
2022HU113758914,307,62,32
2022HU113758915,307,62,31
2022HU113758916,307,96,28
2022HU113758917,307,76,22
2022HU113758918,307,77,17
2022HU113758919,307,90,10
2022HU113758920,307,90,9
2022HU113768001,305,41,87
2022HU113768002,305,60,62
2022HU113768003,305,64,85
2022HU113768004,305,231,8
2022HU113768005,305,148,21
2022HU113768006,305,48,88
2022HU113768007,305,68,68
2022HU113768008,305,80,63
2022HU113840901,200,105,29
2022HU113840902,200,45,20
2022HU113858601,302,45,60
2022HU113858602,302,47,59
2022HU113858603,302,79,10
2022HU113878301,301,235,49
2022HU113878302,301,189,14
2022HU113878303,301,185,12
2022HU113888201,200,473,25
2022HU113888202,200,350,26
2022HU113888203,200,1032,4
2022HU113892401,302,129,81
2022HU113906001,200,234,35
2022HU114004301,303,42,72
2022HU114069501,302,127,30
2022HU114069502,302,110,33
2022HU114069503,302,99,7
2022HU114069504,302,98,5
2022HU114069505,302,146,0
2022HU114069506,302,105,21
2022HU114076401,308,81,48
2022HU114076402,308,69,15
2022HU114078601,200,92,78
2022HU114089001,307,205,48
2022HU114089002,307,199,17
2022HU114089003,307,233,16
2022HU114094401,306,157,49
2022HU114094402,306,114,47
2022HU114094403,306,100,17
2022HU114094404,306,100,15
2022HU114101401,200,120,52
2022HU114107001,302,128,30
2022HU114107002,302,94,25
2022HU114130001,303,92,50
2022HU114130002,303,107,46
2022HU114130003,303,202,14
2022HU114130004,303,186,10
2022HU114143601,304,108,34
2022HU114143602,304,70,30
2022HU114172501,304,222,51
2022HU114241301,301,38,35
2022HU114241302,301,34,38
2022HU114241303,301,25,0
2022HU114347401,306,142,66
2022HU114347402,306,77,69
2022HU114388401,200,412,71
2022HU114388402,200,389,63
2022HU114388403,200,500,38
2022HU114388404,200,342,4
2022HU114388405,200,341,1
2022HU114388406,200,342,0
2022HU114388407,200,478,44
2022HU114394101,304,80,53
2022HU114413601,100,238,24
2022HU114429001,305,50,63
2022HU114429002,305,51,63
2022HU114454501,308,93,68
2022HU114454502,308,50,59
2022HU114454503,308,53,46
2022HU114454504,308,55,13
2022HU114454505,308,98,53
2022HU114463001,303,74,74
2022HU114463002,303,65,91
2022HU114492201,100,110,73
2022HU114553301,100,174,80
2022HU114574101,304,59,40
2022HU114574102,304,60,30
2022HU114574103,304,69,27
2022HU114575901,200,274,64
2022HU114575902,200,172,62
2022HU114575903,200,219,27
2022HU114618201,302,34,62
2022HU114618202,302,26,62
2022HU114618203,302,55,24
2022HU114618204,302,42,19
2022HU114633001,308,266,82
2022HU114667501,303,263,33
2022HU114667502,303,233,34
2022HU114667503,303,311,0
2022HU114668701,200,139,46
2022HU114693901,100,45,78
2022HU114693902,100,48,30
2022HU114693903,100,78,20
2022HU114699701,306,71,29
2022HU114699702,306,116,30
2022HU114699703,306,59,20
2022HU114709701,100,98,54
2022HU114709702,100,72,54
2022HU114740601,200,34,48
2022HU114740602,200,33,44
2022HU114740603,200,20,16
2022HU114740604,200,34,13
2022HU114740605,200,66,85
2022HU114740606,200,31,74
2022HU114741501,301,58,42
2022HU114741502,301,58,42
2022HU114741503,301,59,16
2022HU114741504,301,63,12
2022HU114742801,304,93,35
2022HU114742802,304,79,26
2022HU114742803,304,96,69
2022HU114742804,304,91,60
2022HU114857201,302,43,73
2022HU114857202,302,38,73
2022HU114857203,302,36,54
2022HU114863301,306,78,26
2022HU114863302,306,76,51
2022HU114880001,100,8,84
2022HU114880002,100,10,64
2022HU114902101,304,47,23
2022HU114902102,304,48,25
2022HU114910601,302,41,72
2022HU114910602,302,31,46
2022HU114910603,302,43,47
2022HU114923001,304,78,45
2022HU114923002,304,80,45
2022HU114923003,304,76,11
2022HU114923004,304,73,9
2022HU114962601,305,67,26
2022HU115013401,307,144,23
2022HU115013402,307,96,25
2022HU115027401,200,47,60
2022HU115027402,200,62,50
2022HU115027403,200,64,16
2022HU115047201,304,48,54
2022HU115047202,304,52,54
2022HU115047203,304,61,28
2022HU115060601,303,133,37
2022HU115156601,301,83,60
2022HU115157101,307,195,69
2022HU115157102,307,193,55
2022HU115162301,307,52,53
2022HU115162302,307,34,55
2022HU115172401,302,90,73
2022HU115172402,302,80,71
2022HU115178601,304,47,46
2022HU115178602,304,57,43
2022HU115178603,304,47,10
2022HU115178604,304,94,52
2022HU115250301,303,74,41
2022HU115250302,303,57,35
2022HU115250303,303,50,5
2022HU115270701,301,112,65
2022HU115315701,306,172,44
2022HU115315702,306,154,46
2022HU115315703,306,127,11
2022HU115315704,306,127,9
2022HU115315705,306,113,74
2022HU115378201,304,73,74
2022HU115378202,304,39,88
2022HU115442101,200,46,49
2022HU115442102,200,96,55
2022HU115458201,200,134,28
2022HU115471501,305,121,79
2022HU115513201,308,98,42
2022HU115513202,308,86,48
2022HU115513203,308,121,18
2022HU115513204,308,102,17
2022HU115513205,308,91,8
2022HU115513206,308,76,6
2022HU115547101,100,23,34
2022HU115547102,100,41,37
2022HU115547103,100,40,12
2022HU115547104,100,36,11
2022HU115547105,100,40,11
2022HU115547106,100,39,9
2022HU115560801,305,187,72
2022HU115568201,100,38,46
2022HU115568202,100,41,49
2022HU115606801,303,76,58
2022HU115613301,304,38,25
2022HU115613302,304,40,29
2022HU115613303,304,50,27
2022HU115658901,306,70,97
2022HU115658902,306,61,72
2022HU115747101,307,41,55
2022HU115747102,307,40,57
2022HU115747103,307,45,19
2022HU115752301,100,80,68
2022HU115762401,304,103,34
2022HU115762402,304,123,36
2022HU115762403,304,165,3
2022HU115762404,304,149,0
2022HU115762405,304,138,24
2022HU115792101,306,74,55
2022HU115792102,306,63,56
2022HU115792103,306,64,26
2022HU115794901,302,78,42
2022HU115794902,302,53,46
2022HU115794903,302,83,5
2022HU115803701,302,66,50
2022HU115803702,302,105,49
2022HU115803703,302,54,17
2022HU115803704,302,87,14
2022HU115803705,302,113,11
2022HU115803706,302,77,57
2022HU115882501,100,31,85
2022HU115882502,100,40,76
2022HU115904001,301,131,25
2022HU115904002,301,187,38
2022HU115904003,301,132,0
2022HU115904004,301,99,41
2022HU115915401,200,80,64
2022HU115915402,200,100,61
2022HU115919601,304,83,50
2022HU115919602,304,105,46
2022HU115958801,100,52,47
2022HU115958802,100,62,55
2022HU115958803,100,53,14
2022HU115958804,100,45,10
2022HU115989301,100,38,73
2022HU115989302,100,38,74
2022HU116054901,304,156,39
2022HU116058601,303,46,38
2022HU116058602,303,71,36
2022HU116058603,303,55,13
2022HU116058604,303,40,8
2022HU116058605,303,47,3
2022HU116115201,302,99,45
2022HU116115202,302,92,47
2022HU116115203,302,150,15
2022HU116115204,302,178,13
2022HU116115205,302,139,9
2022HU116172301,301,58,71
2022HU116172302,301,42,67
2022HU116172303,301,62,34
2022HU116172304,301,45,29
2022HU116172305,301,47,46
2022HU116172306,301,55,9
2022HU116172307,301,54,8
2022HU116172308,301,60,2
2022HU116172309,301,108,44
2022HU116181301,305,86,44
2022HU116181302,305,68,54
2022HU116225301,303,53,41
2022HU116225302,303,62,40
2022HU116237601,307,33,53
2022HU116237602,307,40,63
2022HU116237603,307,52,25
2022HU116237604,307,42,20
2022HU116237605,307,46,97
2022HU116237606,307,103,25
2022HU116238701,301,19,36
2022HU116238702,301,24,36
2022HU116238703,301,15,16
2022HU116238704,301,20,11
2022HU116256001,308,30,34
2022HU116256002,308,31,28
2022HU116256003,308,45,3
2022HU116312101,306,83,63
2022HU116340401,303,46,67
2022HU116411801,301,32,25
2022HU116411802,301,33,24
2022HU116411803,301,26,0
2022HU116424001,302,70,63
2022HU116424002,302,87,31
2022HU116424003,302,67,28
2022HU116424004,302,93,92
2022HU116424005,302,86,73
2022HU116433701,302,83,68
2022HU116433702,302,103,26
2022HU116455301,307,72,27
2022HU116468201,302,18,73
2022HU116468202,302,25,71
2022HU116468203,302,37,39
2022HU116468204,302,48,6
2022HU116468205,302,51,2
2022HU116468206,302,37,40
2022HU116492901,200,22,67
2022HU116495301,307,116,60
2022HU116495302,307,143,28
2022HU116495303,307,122,82
2022HU116495304,307,113,23
2022HU116510501,100,34,59
2022HU116510502,100,45,38
2022HU116521201,302,132,30
2022HU116521202,302,144,34
2022HU116521203,302,109,25
2022HU116521204,302,89,23
2022HU116530201,306,38,66
2022HU116568301,306,70,62
2022HU116568302,306,79,65
2022HU116621901,303,78,73
2022HU116621902,303,69,77
2022HU116647101,200,448,61
2022HU116670601,304,61,34
2022HU116670602,304,44,27
2022HU116696901,307,56,50
2022HU116696902,307,71,43
2022HU116696903,307,60,6
2022HU116696904,307,55,3
2022HU116696905,307,55,3
2022HU116744601,100,150,64
2022HU116744602,100,149,71
2022HU116744603,100,225,38
2022HU116744604,100,182,33
2022HU116822001,304,80,48
2022HU116833701,304,49,33
2022HU116833702,304,55,33
2022HU116843401,304,227,74
2022HU116843402,304,192,74
2022HU116861901,305,57,68
2022HU116861902,305,196,11
2022HU116861903,305,195,7
2022HU116861904,305,183,6
2022HU116892001,100,324,34
2022HU116892002,100,458,38
2022HU116892003,100,340,6
2022HU116892004,100,237,2
2022HU116924401,307,322,27
2022HU116935901,200,28,66
2022HU116935902,200,75,34
2022HU116935903,200,26,13
2022HU116935904,200,47,13
2022HU116935905,200,51,0
2022HU116935906,200,44,33
2022HU116941901,304,10,56
2022HU116941902,304,10,63
2022HU116941903,304,19,25
2022HU116941904,304,16,22
2022HU116945501,100,38,66
2022HU116945502,100,45,62
2022HU116945503,100,57,21
2022HU116945504,100,39,20
2022HU116985001,301,29,70
2022HU116985002,301,39,70
2022HU117030101,303,96,42
2022HU117030102,303,118,36
2022HU117032401,100,61,55
2022HU117032402,100,93,59
2022HU117032403,100,116,29
2022HU117032404,100,115,26
2022HU117074701,306,45,70
2022HU117074702,306,47,40
2022HU117074703,306,52,13
2022HU117074704,306,45,6
2022HU117074705,306,56,44
2022HU117091401,100,24,80
2022HU117091402,100,19,80
2022HU117096301,303,58,48
2022HU117096302,303,48,47
2022HU117096303,303,61,10
2022HU117125501,100,25,32
2022HU117135501,306,57,53
2022HU117135502,306,60,49
2022HU117157201,200,255,40
2022HU117157202,200,88,39
2022HU117157203,200,65,12
2022HU117157204,200,67,9
2022HU117176101,100,70,70
2022HU117190201,301,59,61
2022HU117190202,301,48,63
2022HU117215301,303,44,50
2022HU117215302,303,47,20
2022HU117235001,301,119,45
2022HU117235002,301,37,34
2022HU117235003,301,68,53
2022HU117255201,200,20,69
2022HU117257201,303,261,55
2022HU117257202,303,242,51
2022HU117257203,303,246,11
2022HU117269001,200,73,51
2022HU117269002,200,59,49
2022HU117352801,307,147,28
2022HU117352802,307,135,26
2022HU117373701,306,91,47
2022HU117373702,306,82,50
2022HU117373703,306,87,14
2022HU117389301,305,112,51
2022HU117389302,305,91,26
2022HU117389303,305,118,23
2022HU117389304,305,62,17
2022HU117480801,302,26,59
2022HU117480802,302,31,58
2022HU117494501,200,35,61
2022HU117494502,200,31,76
2022HU117562901,200,44,76
2022HU117562902,200,48,82
2022HU117636501,302,109,42
2022HU117636502,302,103,43
2022HU117660201,308,79,91
2022HU117688501,303,93,38
2022HU117688502,303,73,33
2022HU117688503,303,111,4
2022HU117688504,303,110,1
2022HU117724701,100,86,43
2022HU117724702,100,79,37
2022HU117724703,100,115,5
2022HU117724704,100,198,0
2022HU117724705,100,196,0
2022HU117752101,304,96,77
2022HU117817101,304,137,69
2022HU117817102,304,169,40
2022HU117843501,304,89,59
2022HU117843502,304,194,83
2022HU117849501,304,81,40
2022HU117849502,304,73,43
2022HU117881901,302,51,34
2022HU117881902,302,69,38
2022HU117881903,302,95,5
2022HU117881904,302,106,3
2022HU117895601,302,182,56
2022HU117895602,302,347,21
2022HU117900701,307,117,65
2022HU117900702,307,102,66
2022HU117948801,100,40,74
2022HU117948802,100,36,80
2022HU117997601,306,57,93
2022HU118074401,100,98,54
2022HU118074402,100,232,59
2022HU118108001,303,59,64
2022HU118108002,303,39,67
2022HU118108003,303,84,35
2022HU118108004,303,73,92
2022HU118129201,305,190,63
2022HU118129202,305,232,61
2022HU118129203,305,485,27
2022HU118214101,302,76,69
2022HU118214102,302,51,69
2022HU118238301,303,52,26
2022HU118238302,303,67,25
2022HU118272501,305,57,86
2022HU118272502,305,59,56
2022HU118275001,302,106,31
2022HU118275002,302,118,30
2022HU118275003,302,135,10
2022HU118275004,302,112,4
2022HU118278601,308,174,26
2022HU118278602,308,197,0
2022HU118278603,308,107,15
2022HU118282101,304,96,72
2022HU118282102,304,104,68
2022HU118286501,200,70,61
2022HU118286502,200,57,52
2022HU118286503,200,68,15
2022HU118315801,307,68,85
2022HU118315802,307,65,81
2022HU118325701,304,357,43
2022HU118339701,303,53,79
2022HU118459701,302,49,62
2022HU118459702,302,79,61
2022HU118459703,302,81,31
2022HU118459704,302,64,28
2022HU118463401,307,450,52
2022HU118463402,307,403,51
2022HU118463403,307,368,19
2022HU118463404,307,413,16
2022HU118467601,308,56,55
2022HU118493501,100,57,70
2022HU118493901,100,30,60
2022HU118493902,100,18,58
2022HU118507301,308,63,62
2022HU118507302,308,78,57
2022HU118587301,100,80,41
2022HU118587302,100,90,44
2022HU118587303,100,58,13
2022HU118587304,100,57,11
2022HU118587305,100,197,4
2022HU118600901,200,29,75
2022HU118635801,200,130,71
2022HU118662501,100,382,56
2022HU118662502,100,393,29
2022HU118662503,100,1059,10
2022HU118662504,100,447,8
2022HU118662505,100,551,3
2022HU118703201,100,103,78
2022HU118703202,100,150,72
2022HU118703203,100,171,41
2022HU118703204,100,171,38
2022HU118703205,100,399,31
2022HU118703206,100,155,13
2022HU118703207,100,334,4
2022HU118731701,200,105,70
2022HU118731702,200,104,68
2022HU118736501,303,66,75
2022HU118736502,303,149,16
2022HU118788201,304,48,61
2022HU118804001,306,50,73
2022HU118875801,305,132,43
2022HU118875802,305,135,44
2022HU118875803,305,184,20
2022HU118875804,305,111,16
2022HU118928101,306,73,32
2022HU118928102,306,69,32
2022HU118928103,306,74,10
2022HU118928104,306,74,8
2022HU118928105,306,129,1
2022HU118953601,302,52,58
2022HU118953602,302,44,57
2022HU118953603,302,62,31
2022HU118953604,302,78,27
2022HU118953605,302,66,31
2022HU119073401,200,62,35
2022HU119073402,200,122,32
2022HU119073403,200,128,15
2022HU119073404,200,99,13
2022HU119073405,200,100,11
2022HU119073406,200,100,5
2022HU119073407,200,137,1
2022HU119073408,200,105,0
2022HU119111001,200,25,45
2022HU119111002,200,39,48
2022HU119111003,200,24,14
2022HU119111004,200,12,11
2022HU119131301,307,47,77
2022HU119131302,307,32,67
2022HU119131303,307,34,33
2022HU119131304,307,52,25
2022HU119157701,303,47,30
2022HU119157702,303,58,27
2022HU119157703,303,72,27
2022HU119187601,100,126,51
2022HU119197301,304,231,65
2022HU119197302,304,256,61
2022HU119249001,305,67,71
2022HU119249002,305,66,62
2022HU119249003,305,64,67
2022HU119252101,302,113,52
2022HU119252102,302,91,28
2022HU119252103,302,104,46
2022HU119252104,302,101,44
2022HU119252105,302,118,71
2022HU119252106,302,109,71
2022HU119252107,302,104,4
2022HU119293001,100,45,62
2022HU119293002,100,51,61
2022HU119296901,304,80,53
2022HU119296902,304,85,62
2022HU119296903,304,146,22
2022HU119344001,307,116,29
2022HU119344002,307,123,28
2022HU119364901,303,93,44
2022HU119364902,303,83,57
2022HU119364903,303,101,42
2022HU119365301,308,33,56
2022HU119380301,304,44,64
2022HU119434601,306,214,64
2022HU119434602,306,239,57
2022HU119434603,306,241,50
2022HU119434604,306,197,17
2022HU119487401,100,84,70
2022HU119487402,100,126,19
2022HU119501201,100,159,51
2022HU119501202,100,203,51
2022HU119501203,100,129,17
2022HU119501204,100,130,16
2022HU119503201,200,88,54
2022HU119503202,200,72,47
2022HU119503203,200,196,10
2022HU119503204,200,137,7
2022HU119530601,307,44,65
2022HU119530602,307,46,64
2022HU119530603,307,59,87
2022HU119530604,307,56,86
2022HU119569001,307,84,32
2022HU119569002,307,106,47
2022HU119569003,307,117,3
2022HU119604201,306,26,77
2022HU119604202,306,43,72
2022HU119604203,306,48,44
2022HU119649101,307,103,22
2022HU119649102,307,174,26
2022HU119663401,200,304,73
2022HU119663402,200,139,64
2022HU119748801,307,87,53
2022HU119748802,307,118,53
2022HU119748803,307,103,25
2022HU119748804,307,133,23
2022HU119770301,200,96,70
2022HU119770302,200,83,52
2022HU119770303,200,128,27
2022HU119770304,200,74,32
2022HU119796901,308,175,45
2022HU119796902,308,185,41
2022HU119796903,308,197,11
2022HU119796904,308,199,9
2022HU119796905,308,198,8
2022HU119796906,308,186,7
2022HU119796907,308,186,6
2022HU119796908,308,198,6
2022HU119804001,303,55,47
2022HU119804002,303,151,19
2022HU119804003,303,101,16
2022HU119804004,303,102,15
2022HU119804005,303,243,13
2022HU119804006,303,100,17
2022HU119827901,200,78,75
2022HU119827902,200,95,64
2022HU119890701,302,55,74
2022HU119893201,200,22,53
2022HU119893202,200,21,50
2022HU119893203,200,19,13
2022HU119893204,200,31,13
2022HU119987001,307,42,70
